TARGETID,Z_1,TARGET_RA_1,TARGET_DEC_1,SURVEY
2349930274357249,0.02501187383313479,351.4892,-0.8736,main
2349930366631937,0.3750732564081463,356.8093,-0.7991,main
2349930664427521,0.27588245178510146,14.6201,-0.4628,main
2349930681204737,0.33888606142907274,15.6194,-0.4205,main
2349930689593345,0.35216511717355325,16.1459,-0.5177,main
2349930689593347,0.7412250964311989,16.1512,-0.5778,main
2349930689593348,0.40734443800227427,16.1889,-0.5809,main
2349930689593349,0.6416625025910638,16.1898,-0.5802,main
2349930689593351,0.8444242699644595,16.2023148,-0.6222089,main
2349930723147777,0.29583123675427586,18.1069,-0.3795,main
2349930781868033,0.862462375160199,21.5431,-0.5881,main
2349930895114241,0.0690708263283818,28.309804,-0.438828,main
2349931100635136,0.4120319167108905,40.70528261,-0.58883028,main
2349931121606657,0.0020518496172964857,41.9407,-0.525,main
2349931125800961,0.2558383941275924,42.2151,-0.5325,main
